0.916,-0.096,-0.434
0.835,-0.096,-0.61
0.819,0.369,-1.076
2.04,-0.45,-1.655
1.799,-1.028,-1.446
0.948,1.269,-0.113
0.257,0.353,-2.04
2.04,-1.092,-0.739
0.321,0.064,-0.948
0.787,0.337,-1.301
0.546,-0.643,-0.209
0.418,-0.096,-0.851
0.402,-1.012,-0.675
0.546,-0.161,-1.028
-1.365,-0.048,-2.04
2.024,1.285,-1.928
1.446,-1.671,-0.418
-0.787,-0.048,0.016
0.225,-0.016,-0.916
0.305,-0.948,-0.547
0.466,0.851,-0.61
0.948,-1.012,-1.462
-0.225,-1.558,-2.04
-0.771,-0.257,0.883
0.643,-1.269,-1.044
1.205,0.129,-0.418
0.835,0.064,0.273
0.53,-0.145,0.771
0.353,-0.321,0.883
0.466,-0.209,0.835
1.654,0.883,-1.574
-0.449,2.04,-2.04
0.45,0.642,-0.803
0.145,-0.08,1.301
0.9,1.221,0.096
0.032,-0.819,0.466
-0.08,-0.803,0.498
2.04,1.365,-1.558
-0.402,0,-0.578
2.024,0.546,-1.157
-1.494,-2.04,-2.04
2.04,-0.916,-0.241
2.04,2.04,-2.04
-0.739,-1.205,-0.61
-1.333,-2.04,-2.04
0,0.883,-1.221
2.04,-2.04,-2.04
2.04,-2.04,-2.024
2.04,2.04,-2.04
0.402,-0.032,-2.04
0.257,-0.096,0.482
1.43,0.225,0.498
1.173,-0.241,-0.257
-2.04,-1.976,1.028
-0.257,-0.723,-0.337
0.45,0.289,1.092
0.386,-1.349,-1.157
-1.575,0.691,0.096
-0.37,0.498,-0.048
-1.237,-0.145,0.016
-0.353,0.755,-0.707
1.028,0.675,-0.787
1.044,0.273,-2.04
-0.707,0.129,-0.401
0.964,-0.482,-0.932
2.04,0.835,-1.205
0.418,-2.04,-2.04
0.321,1.012,-0.305
-0.996,0,-1.365
1.703,0.739,0.016
0.434,0.546,0.45
-2.024,-0.482,0.369
0.402,-0.884,-0.161
2.04,-0.499,-2.04
-0.434,-0.643,-1.51
0.675,-0.145,-0.787
0.707,0.032,-0.932
1.237,0,-1.847
1.381,0.594,-0.402
0.386,0.643,-1.397
1.028,-0.225,-1.43
-0.434,-0.594,1.205
0.048,0.353,0.097
1.108,-0.161,-1.719
0.273,-0.273,1.462
-0.386,-0.466,0.98
1.205,0.225,0.482
0.996,0.048,0.353
0.9,-0.145,-0.337
0.916,-0.53,0.145
1.317,-0.225,0.08
1.221,0.209,-0.225
2.04,0.096,-1.446
0.225,-0.096,-1.767
0.659,-0.273,0.45
-1.606,0.129,-1.108
0.787,0.016,-1.189
0.562,-0.578,-0.755
0.353,-0.37,-0.771
-0.08,-0.386,-0.771
-0.016,0.755,-1.671
0.225,0.835,-2.04
0.257,0.578,-1.831
0.53,0.048,0.257
0.353,0.096,-0.996
0.402,-0.353,-0.321
-1.205,-1.269,-1.478
-0.948,-0.225,-0.884
0.835,-0.305,-0.996
0.289,-0.514,-0.996
0.257,0.048,-1.799
0.434,-0.37,0.321
0.835,-1.799,-2.024
1.237,0.498,-0.643
1.703,-2.04,-1.14
0.466,0.787,-1.221
0.61,0.289,-0.964
2.04,0.466,-1.526
0.032,0.321,-1.783
0.707,-1.349,-1.108
0.787,-0.482,-0.659
0.594,-1.173,-0.819
0.883,0.996,-2.04
0.177,-0.691,-0.659
-0.337,0.161,-0.627
0.45,-1.269,-0.514
0.61,0.08,-0.916
0.964,-0.37,-1.141
0.498,-0.402,-0.273
0.755,-0.498,-0.578
-0.257,0.273,-1.333
0.916,-0.016,-1.157
0.964,-0.98,-2.04
1.574,-0.225,-1.414
-0.289,0.225,-1.124
0.305,-0.177,-0.353
-0.209,0,-1.831
0.273,-0.257,-1.558
-1.044,-0.819,-0.996
0.225,-1.028,-0.932
0.193,0.048,-1.751
0.048,1.285,-1.622
-0.032,-0.546,-1.124
0.787,0.177,-1.301
0.032,-1.719,-2.04
0.096,-1.767,-1.799
0.498,-1.638,-1.574
-0.9,-0.241,-1.333
-0.145,0.402,-1.173
0.932,-0.514,-0.819
0.546,0.209,-1.301
0.112,1.06,-2.04
0.257,0.482,0.048
1.237,-0.996,-1.51
0.867,1.269,0.386
1.044,0.707,-1.494
0.337,-0.707,-0.337
0.514,0.353,-2.04
0.707,0.434,-1.574
0.386,-0.241,-0.707
2.008,0.434,-2.04
-0.707,-0.321,-1.317
0.851,0.225,-1.414
0.08,0.787,-2.04
-0.161,-0.37,-1.044
-0.353,-0.402,-1.574
1.253,-0.884,-1.574
0.691,-0.096,-0.884
0.177,-0.562,-1.044
-0.916,-0.498,-0.53
1.237,-0.691,-2.04
-1.542,-1.189,-2.008
0.096,0.739,-2.04
-0.161,-0.273,-1.301
-0.643,0.466,-0.996
0.466,-0.305,-0.948
-0.787,0.016,1.349
-0.048,0.546,0.369
0.209,-0.53,-1.398
0.9,1.173,-2.04
-1.269,-0.321,-2.04
-1.028,-0.578,-0.884
0.643,0.434,-1.719
0.739,0.594,-1.59
-1.028,0.98,-0.129
0.916,-0.659,-1.333
0.514,0.337,-1.478
-0.643,-0.755,-2.04
0.546,-0.948,-1.205
0.225,-0.466,-1.446
0.225,0.321,-1.269
0.273,0.386,0.064
0.434,0.08,-1.06
-1.494,0.45,-2.04
0.546,-0.177,-1.767
-1.044,-0.787,-1.237
0.643,-1.478,-2.024
-0.096,-1.06,-1.398
-1.414,0.225,-1.43
-0.819,-0.305,-2.04
-2.04,-0.145,-1.108
0.096,-1.124,-2.04
1.863,-1.831,-2.024
1.381,0.482,-2.04
0.883,-0.723,-1.671
0,-0.45,-1.205
0.562,0.835,-0.53
0.659,0.482,0.787
-0.884,-0.161,-2.04
0.514,-0.514,-1.253
0.482,-0.61,-1.558
-1.108,-1.173,-1.365
2.04,0.45,-1.413
-0.113,-0.932,-1.157
-0.386,0.112,-0.61
0.386,-0.546,-1.221
-0.498,0.948,-2.04
0.675,-0.466,-2.04
1.799,0.032,-0.867
1.397,-0.691,-1.108
0.466,0.45,-1.751
-0.064,0.386,-1.301
0.129,0.996,-0.562
0.98,0.225,0.065
0.739,1.108,-0.996
-0.161,-0.032,-2.04
-0.498,0.032,0.257
-0.257,-0.225,0.129
0.353,-0.707,-0.546
0.369,0.273,-0.418
0.161,-0.675,-1.574
0.273,0,-1.06
-0.707,-0.37,-0.257
0.9,0.514,-0.98
0.353,-0.225,-0.787
0.129,1.157,-0.755
-0.337,-0.257,-2.04
0.369,0.321,-1.462
0.064,1.381,-0.948
1.703,-0.257,-0.048
0.048,0.498,-0.386
-0.016,-0.37,-0.61
0.353,-0.209,-0.707
-0.225,0.064,-1.365
0.161,-0.53,-0.803
0.129,-0.37,0.321
0.45,-0.418,-0.659
0.723,-0.386,-1.044
0.514,-0.996,0.209
0.755,0.016,-0.241
0.45,-0.096,-0.884
0.08,-0.08,-1.109
0.867,0.016,-1.912
0.032,-0.562,-1.269
0.739,-0.048,-0.932
1.173,0.129,-1.108
-0.337,-0.402,-0.321
0.498,0.771,0.096
-0.129,-2.024,-0.337
-0.514,-0.129,-0.321
0.321,1.044,0.08
-0.964,-1.462,-0.707
0.016,-0.241,-0.514
-2.04,1.397,1.028
0.514,1.381,0.932
0.418,0.161,-0.546
0.546,-0.337,-0.675
0.08,-0.787,-1.044
1.012,0.225,-0.916
0.064,0.032,-0.996
0.466,-0.129,-0.932
0.771,-0.466,-0.578
0.578,-0.482,-0.755
0.755,-0.032,-0.434
0.321,-0.241,-0.594
0.257,0.273,-0.819
0.161,0.193,-0.851
0.434,0.08,-0.498
0.803,0.225,-0.659
0.048,0.466,-0.466
0.209,0.53,-0.691
-0.482,0.594,0.337
0.257,0.562,-0.161
-0.675,0.643,-0.337
0.755,-0.209,-1.092
0.369,-0.386,-1.06
0.514,0,-0.675
1.558,-1.478,-0.691
0.145,-0.048,-1.526
-0.064,-0.016,-1.108
0.177,-0.402,-1.108
0.305,-0.771,-1.719
-0.948,-0.418,-0.61
-0.113,0.916,0.177
-0.787,-0.675,-0.209
-0.707,0.386,-0.45
0.434,0.964,-0.643
1.365,-0.707,-0.113
0.948,-0.016,-0.739
0.546,-0.193,-1.14
0.353,-0.45,-0.707
0.418,-0.594,-0.916
0.723,0.209,-0.627
-0.08,0.482,-0.996
0.418,0.723,-1.157
-0.145,-1.124,-0.145
0.867,0.386,-1.06
0.193,-0.08,-2.04
0.643,0.241,-1.526
0.61,-1.51,0.482
-1.526,-1.317,-1.59
0,0.016,-2.04
-0.048,-0.98,-0.643
1.157,0.482,-1.253
-0.321,0.916,-0.45
0.08,-0.723,-1.028
